"CDM_LVL"	"CDM_LVL_NAME"	"Titel"	"Quelle"	"Publikation"	"Ausgabe"	"Autor"	"Jahr"	"Verlag"	"Ort"	"Typ"	"Dateiformat"	"Bemerkungen"	"Dateiname"	
	"Rätoromanische Chrestomathie"	"Rätoromanische Chrestomathie"	"http://www.digizeitschriften.de/resolveppn/PPN345572629_0033"	"Romanische Forschungen"	"33"	"C. Decurtins"	"1915"	"Junge"	"Erlangen"	"Image"	"image/tif"	
"0"	"Rätoromanische Chrestomathie"	"Titelblatt"										"o"	"00000005.tif"	
()()()()()()"1"	"TitlePage: Titelblatt"	"7"										"o"	"00000007.tif"	
"1"	"TitlePage: Titelblatt"	"8"										"o"	"00000008.tif"	
"1"	"Dedication: Widmung"	"9"										"o"	"00000009.tif"	
"1"	"Dedication: Widmung"	"10"										"o"	"00000010.tif"	
"1"	"Preface: Vorwort"	"1"										"o"	"00000011.tif"	
"1"	"Preface: Vorwort"	"2"										"o"	"00000012.tif"	
"1"	"Chapter 1: La Passiun da Somvitg"	"3"										"o"	"00000013.tif"	
"1"	"Chapter 1: La Passiun da Somvitg"	"4"										"o"	"00000014.tif"	
"1"	"Chapter 1: La Passiun da Somvitg"	"5"										"o"	"00000015.tif"	
"1"	"Chapter 1: La Passiun da Somvitg"	"6"										"o"	"00000016.tif"	
"1"	"Chapter 1: La Passiun da Somvitg"	"7"										"o"	"00000017.tif"	
"1"	"Chapter 1: La Passiun da Somvitg"	"8"										"o"	"00000018.tif"	
"1"	"Chapter 1: La Passiun da Somvitg"	"9"										"o"	"00000019.tif"	
"1"	"Chapter 1: La Passiun da Somvitg"	"10"										"o"	"00000020.tif"	
"1"	"Chapter 1: La Passiun da Somvitg"	"11"										"o"	"00000021.tif"	
"1"	"Chapter 1: La Passiun da Somvitg"	"12"										"o"	"00000022.tif"	
"1"	"Chapter 1: La Passiun da Somvitg"	"13"										"o"	"00000023.tif"	
"1"	"Chapter 1: La Passiun da Somvitg"	"14"										"o"	"00000024.tif"	
