"CDM_LVL"	"CDM_LVL_NAME"	"Titel"	"Quelle"	"Publikation"	"Ausgabe"	"Autor"	"Jahr"	"Verlag"	"Ort"	"Typ"	"Dateiformat"	"Bemerkungen"	"Dateiname"	
"1"	"Chapter 2: Gian Maurizio"	"35"										"o"	"00000043.tif"	
"1"	"Chapter 2: Gian Maurizio"	"36"										"o"	"00000044.tif"	
"1"	"Chapter 2: Gian Maurizio"	"37"										"o"	"00000045.tif"	
"1"	"Chapter 2: Gian Maurizio"	"38"										"o"	"00000046.tif"	
"1"	"Chapter 2: Gian Maurizio"	"39"										"o"	"00000047.tif"	
"1"	"Chapter 2: Gian Maurizio"	"40"										"o"	"00000048.tif"	
"1"	"Chapter 2: Gian Maurizio"	"41"										"o"	"00000049.tif"	
"1"	"Chapter 2: Gian Maurizio"	"42"										"o"	"00000050.tif"	
"1"	"Chapter 2: Gian Maurizio"	"43"										"o"	"00000051.tif"	
"1"	"Chapter 2: Gian Maurizio"	"44"										"o"	"00000052.tif"	
"1"	"Chapter 2: Gian Maurizio"	"45"										"o"	"00000053.tif"	
"1"	"Chapter 2: Gian Maurizio"	"46"										"o"	"00000054.tif"	
"1"	"Chapter 2: Gian Maurizio"	"47"										"o"	"00000055.tif"	
"1"	"Chapter 2: Gian Maurizio"	"48"										"o"	"00000056.tif"	
"1"	"Chapter 2: Gian Maurizio"	"49"										"o"	"00000057.tif"	
"1"	"Chapter 2: Gian Maurizio"	"50"										"o"	"00000058.tif"	
"1"	"Chapter 2: Gian Maurizio"	"51"										"o"	"00000059.tif"	
"1"	"Chapter 2: Gian Maurizio"	"52"										"o"	"00000060.tif"	
"1"	"Chapter 2: Gian Maurizio"	"53"										"o"	"00000061.tif"	
"1"	"Chapter 2: Gian Maurizio"	"54"										"o"	"00000062.tif"	
"1"	"Chapter 2: Gian Maurizio"	"55"										"o"	"00000063.tif"	
"1"	"Chapter 2: Gian Maurizio"	"56"										"o"	"00000064.tif"	
"1"	"Chapter 2: Gian Maurizio"	"57"										"o"	"00000065.tif"	
"1"	"Chapter 2: Gian Maurizio"	"58"										"o"	"00000066.tif"	
"1"	"Chapter 2: Gian Maurizio"	"59"										"o"	"00000067.tif"	
"1"	"Chapter 2: Gian Maurizio"	"60"										"o"	"00000068.tif"	
"1"	"Chapter 2: Gian Maurizio"	"61"										"o"	"00000069.tif"	
"1"	"Chapter 2: Gian Maurizio"	"62"										"o"	"00000070.tif"	
"1"	"Chapter 2: Gian Maurizio"	"63"										"o"	"00000071.tif"	
"1"	"Chapter 2: Gian Maurizio"	"64"										"o"	"00000072.tif"	
"1"	"Chapter 2: Gian Maurizio"	"65"										"o"	"00000073.tif"	
"1"	"Chapter 2: Gian Maurizio"	"66"										"o"	"00000074.tif"	
"1"	"Chapter 2: Gian Maurizio"	"67"										"o"	"00000075.tif"	
"1"	"Chapter 2: Gian Maurizio"	"68"										"o"	"00000076.tif"	
"1"	"Chapter 2: Gian Maurizio"	"69"										"o"	"00000077.tif"	
"1"	"Chapter 2: Gian Maurizio"	"70"										"o"	"00000078.tif"	
"1"	"Chapter 2: Gian Maurizio"	"71"										"o"	"00000079.tif"	
"1"	"Chapter 2: Gian Maurizio"	"72"										"o"	"00000080.tif"	
"1"	"Chapter 2: Gian Maurizio"	"73"										"o"	"00000081.tif"	
"1"	"Chapter 2: Gian Maurizio"	"74"										"o"	"00000082.tif"	
"1"	"Chapter 2: Gian Maurizio"	"75"										"o"	"00000083.tif"	
"1"	"Chapter 2: Gian Maurizio"	"76"										"o"	"00000084.tif"	
"1"	"Chapter 2: Gian Maurizio"	"77"										"o"	"00000085.tif"	
"1"	"Chapter 2: Gian Maurizio"	"78"										"o"	"00000086.tif"	
"1"	"Chapter 2: Gian Maurizio"	"79"										"o"	"00000087.tif"	
"1"	"Chapter 2: Gian Maurizio"	"80"										"o"	"00000088.tif"	
"1"	"Chapter 2: Gian Maurizio"	"81"										"o"	"00000089.tif"	
"1"	"Chapter 2: Gian Maurizio"	"82"										"o"	"00000090.tif"	
"1"	"Chapter 2: Gian Maurizio"	"83"										"o"	"00000091.tif"	
"1"	"Chapter 2: Gian Maurizio"	"84"										"o"	"00000092.tif"	
"1"	"Chapter 2: Gian Maurizio"	"85"										"o"	"00000093.tif"	
"1"	"Chapter 2: Gian Maurizio"	"86"										"o"	"00000094.tif"	
"1"	"Chapter 2: Gian Maurizio"	"87"										"o"	"00000095.tif"	
"1"	"Chapter 2: Gian Maurizio"	"88"										"o"	"00000096.tif"	
"1"	"Chapter 2: Gian Maurizio"	"89"										"o"	"00000097.tif"	
"1"	"Chapter 2: Gian Maurizio"	"90"										"o"	"00000098.tif"	
"1"	"Chapter 2: Gian Maurizio"	"91"										"o"	"00000099.tif"	
"1"	"Chapter 2: Gian Maurizio"	"92"										"o"	"00000100.tif"	
"1"	"Chapter 2: Gian Maurizio"	"93"										"o"	"00000101.tif"	
"1"	"Chapter 2: Gian Maurizio"	"94"										"o"	"00000102.tif"	
"1"	"Chapter 2: Gian Maurizio"	"95"										"o"	"00000103.tif"	
"1"	"Chapter 2: Gian Maurizio"	"96"										"o"	"00000104.tif"	
"1"	"Chapter 2: Gian Maurizio"	"97"										"o"	"00000105.tif"	
"1"	"Chapter 2: Gian Maurizio"	"98"										"o"	"00000106.tif"	
"1"	"Chapter 2: Gian Maurizio"	"99"										"o"	"00000107.tif"	
"1"	"Chapter 2: Gian Maurizio"	"100"										"o"	"00000108.tif"	
"1"	"Chapter 2: Gian Maurizio"	"101"										"o"	"00000109.tif"	
"1"	"Chapter 2: Gian Maurizio"	"102"										"o"	"00000110.tif"	
"1"	"Chapter 2: Gian Maurizio"	"103"										"o"	"00000111.tif"	
"1"	"Chapter 2: Gian Maurizio"	"104"										"o"	"00000112.tif"	
"1"	"Chapter 2: Gian Maurizio"	"105"										"o"	"00000113.tif"	
"1"	"Chapter 2: Gian Maurizio"	"106"										"o"	"00000114.tif"	
"1"	"Chapter 2: Gian Maurizio"	"107"										"o"	"00000115.tif"	
"1"	"Chapter 2: Gian Maurizio"	"108"										"o"	"00000116.tif"	
"1"	"Chapter 2: Gian Maurizio"	"109"										"o"	"00000117.tif"	
"1"	"Chapter 2: Gian Maurizio"	"110"										"o"	"00000118.tif"	
"1"	"Chapter 2: Gian Maurizio"	"111"										"o"	"00000119.tif"	
"1"	"Chapter 2: Gian Maurizio"	"112"										"o"	"00000120.tif"	
"1"	"Chapter 2: Gian Maurizio"	"113"										"o"	"00000121.tif"	
"1"	"Chapter 2: Gian Maurizio"	"114"										"o"	"00000122.tif"	
"1"	"Chapter 2: Gian Maurizio"	"115"										"o"	"00000123.tif"	
"1"	"Chapter 2: Gian Maurizio"	"116"										"o"	"00000124.tif"	
"1"	"Chapter 2: Gian Maurizio"	"117"										"o"	"00000125.tif"	
"1"	"Chapter 2: Gian Maurizio"	"118"										"o"	"00000126.tif"	
"1"	"Chapter 2: Gian Maurizio"	"119"										"o"	"00000127.tif"	
"1"	"Chapter 2: Gian Maurizio"	"120"										"o"	"00000128.tif"	
"1"	"Chapter 2: Gian Maurizio"	"121"										"o"	"00000129.tif"	
"1"	"Chapter 2: Gian Maurizio"	"122"										"o"	"00000130.tif"	
"1"	"Chapter 2: Gian Maurizio"	"123"										"o"	"00000131.tif"	
"1"	"Chapter 2: Gian Maurizio"	"124"										"o"	"00000132.tif"	
"1"	"Chapter 2: Gian Maurizio"	"125"										"o"	"00000133.tif"	
"1"	"Chapter 2: Gian Maurizio"	"126"										"o"	"00000134.tif"	
"1"	"Chapter 2: Gian Maurizio"	"127"										"o"	"00000135.tif"	
"1"	"Chapter 2: Gian Maurizio"	"128"										"o"	"00000136.tif"	
"1"	"Chapter 2: Gian Maurizio"	"129"										"o"	"00000137.tif"	
"1"	"Chapter 2: Gian Maurizio"	"130"										"o"	"00000138.tif"	
"1"	"Chapter 2: Gian Maurizio"	"131"										"o"	"00000139.tif"	
"1"	"Chapter 2: Gian Maurizio"	"132"										"o"	"00000140.tif"	
"1"	"Chapter 2: Gian Maurizio"	"133"										"o"	"00000141.tif"	
"1"	"Chapter 2: Gian Maurizio"	"134"										"o"	"00000142.tif"	
"1"	"Chapter 2: Gian Maurizio"	"135"										"o"	"00000143.tif"	
"1"	"Chapter 2: Gian Maurizio"	"136"										"o"	"00000144.tif"	
"1"	"Chapter 2: Gian Maurizio"	"137"										"o"	"00000145.tif"	
"1"	"Chapter 2: Gian Maurizio"	"138"										"o"	"00000146.tif"	
"1"	"Chapter 2: Gian Maurizio"	"139"										"o"	"00000147.tif"	
"1"	"Chapter 2: Gian Maurizio"	"140"										"o"	"00000148.tif"	
"1"	"Chapter 2: Gian Maurizio"	"141"										"o"	"00000149.tif"	
"1"	"Chapter 2: Gian Maurizio"	"142"										"o"	"00000150.tif"	
"1"	"Chapter 2: Gian Maurizio"	"143"										"o"	"00000151.tif"	
"1"	"Chapter 2: Gian Maurizio"	"144"										"o"	"00000152.tif"	
"1"	"Chapter 2: Gian Maurizio"	"145"										"o"	"00000153.tif"	
"1"	"Chapter 2: Gian Maurizio"	"146"										"o"	"00000154.tif"	
"1"	"Chapter 3: Enrico Roffler"	"147"										"o"	"00000155.tif"	
"1"	"Chapter 3: Enrico Roffler"	"148"										"o"	"00000156.tif"	
"1"	"Chapter 4: Tommaso Maurizio"	"149"										"o"	"00000157.tif"	
"1"	"Chapter 4: Tommaso Maurizio"	"150"										"o"	"00000158.tif"	
"1"	"Chapter 4: Tommaso Maurizio"	"151"										"o"	"00000159.tif"	
"1"	"Chapter 4: Tommaso Maurizio"	"152"										"o"	"00000160.tif"	
"1"	"Chapter 4: Tommaso Maurizio"	"153"										"o"	"00000161.tif"	
"1"	"Chapter 4: Tommaso Maurizio"	"154"										"o"	"00000162.tif"	
"1"	"Chapter 4: Tommaso Maurizio"	"155"										"o"	"00000163.tif"	
"1"	"Chapter 4: Tommaso Maurizio"	"156"										"o"	"00000164.tif"	
"1"	"Chapter 4: Tommaso Maurizio"	"157"										"o"	"00000165.tif"	
"1"	"Chapter 4: Tommaso Maurizio"	"158"										"o"	"00000166.tif"	
"1"	"Chapter 4: Tommaso Maurizio"	"159"										"o"	"00000167.tif"	
"1"	"Chapter 4: Tommaso Maurizio"	"160"										"o"	"00000168.tif"	
"1"	"Chapter 5: Rodolfo Maurizio"	"161"										"o"	"00000169.tif"	
"1"	"Chapter 5: Rodolfo Maurizio"	"162"										"o"	"00000170.tif"	
"1"	"Chapter 5: Rodolfo Maurizio"	"163"										"o"	"00000171.tif"	
"1"	"Chapter 5: Rodolfo Maurizio"	"164"										"o"	"00000172.tif"	
"1"	"Chapter 6: Agostino Stampa"	"165"										"o"	"00000173.tif"	
"1"	"Chapter 7: Edmondo Gianotti"	"166"										"o"	"00000174.tif"	
"1"	"Chapter 8: Sprichwörter"	"167"										"o"	"00000175.tif"	
"1"	"Chapter 8: Sprichwörter"	"168"										"o"	"00000176.tif"	
"1"	"Chapter 8: Sprichwörter"	"169"										"o"	"00000177.tif"	
"1"	"Chapter 8: Sprichwörter"	"170"										"o"	"00000178.tif"	
"1"	"Chapter 8: Sprichwörter"	"171"										"o"	"00000179.tif"	
"1"	"Chapter 8: Sprichwörter"	"172"										"o"	"00000180.tif"	
"1"	"Chapter 8: Sprichwörter"	"173"										"o"	"00000181.tif"	
"1"	"Chapter 9: Landwirtschaftsregeln"	"174"										"o"	"00000182.tif"	
"1"	"Chapter 9: Landwirtschaftsregeln"	"175"										"o"	"00000183.tif"	
"1"	"Chapter 10: Rätsel"	"176"										"o"	"00000184.tif"	
"1"	"Chapter 10: Rätsel"	"177"										"o"	"00000185.tif"	
"1"	"Chapter 10: Rätsel"	"178"										"o"	"00000186.tif"	
"1"	"Chapter 10: Rätsel"	"179"										"o"	"00000187.tif"	
"1"	"Chapter 12: Aberglauben"	"180"										"o"	"00000188.tif"	
"1"	"Chapter 13: Alte Sprüche"	"181"										"o"	"00000189.tif"	
"1"	"Chapter 14: Kinderspiele"	"182"										"o"	"00000190.tif"	
"1"	"Chapter 15: Kinderlieder"	"183"										"o"	"00000191.tif"	
"1"	"Chapter 15: Kinderlieder"	"184"										"o"	"00000192.tif"	
"1"	"Chapter 15: Kinderlieder"	"185"										"o"	"00000193.tif"	
"1"	"Chapter 15: Kinderlieder"	"186"										"o"	"00000194.tif"	
"1"	"Chapter 15: Kinderlieder"	"187"										"o"	"00000195.tif"	
"1"	"Chapter 15: Kinderlieder"	"188"										"o"	"00000196.tif"	
"1"	"Chapter 16: Volksgebräuche"	"189"										"o"	"00000197.tif"	
"1"	"Chapter 16: Volksgebräuche"	"190"										"o"	"00000198.tif"	
"1"	"Chapter 16: Volksgebräuche"	"191"										"o"	"00000199.tif"	
"1"	"Chapter 16: Volksgebräuche"	"192"										"o"	"00000200.tif"	
"1"	"Chapter 17: Unterengadinische Sammlung"	"193"										"o"	"00000201.tif"	
"1"	"Chapter 17: Unterengadinische Sammlung"	"194"										"o"	"00000202.tif"	
"1"	"Chapter 17: Unterengadinische Sammlung"	"195"										"o"	"00000203.tif"	
"1"	"Chapter 17: Unterengadinische Sammlung"	"196"										"o"	"00000204.tif"	
"1"	"Chapter 17: Unterengadinische Sammlung"	"197"										"o"	"00000205.tif"	
"1"	"Chapter 17: Unterengadinische Sammlung"	"198"										"o"	"00000206.tif"	
"1"	"Chapter 17: Unterengadinische Sammlung"	"199"										"o"	"00000207.tif"	
"1"	"Chapter 17: Unterengadinische Sammlung"	"200"										"o"	"00000208.tif"	
"1"	"Chapter 17: Unterengadinische Sammlung"	"201"										"o"	"00000209.tif"	
"1"	"Chapter 17: Unterengadinische Sammlung"	"202"										"o"	"00000210.tif"	
"1"	"Chapter 17: Unterengadinische Sammlung"	"203"										"o"	"00000211.tif"	
"1"	"Chapter 17: Unterengadinische Sammlung"	"204"										"o"	"00000212.tif"	
"1"	"Chapter 17: Unterengadinische Sammlung"	"205"										"o"	"00000213.tif"	
"1"	"Chapter 17: Unterengadinische Sammlung"	"206"										"o"	"00000214.tif"	
"1"	"Chapter 17: Unterengadinische Sammlung"	"207"										"o"	"00000215.tif"	
"1"	"Chapter 17: Unterengadinische Sammlung"	"208"										"o"	"00000216.tif"	
"1"	"Chapter 17: Unterengadinische Sammlung"	"209"										"o"	"00000217.tif"	
"1"	"Chapter 17: Unterengadinische Sammlung"	"210"										"o"	"00000218.tif"	
"1"	"Chapter 17: Unterengadinische Sammlung"	"211"										"o"	"00000219.tif"	
"1"	"Chapter 17: Unterengadinische Sammlung"	"212"										"o"	"00000220.tif"	
"1"	"Chapter 17: Unterengadinische Sammlung"	"213"										"o"	"00000221.tif"	
"1"	"Chapter 17: Unterengadinische Sammlung"	"214"										"o"	"00000222.tif"	
"1"	"Chapter 17: Unterengadinische Sammlung"	"215"										"o"	"00000223.tif"	
"1"	"Chapter 17: Unterengadinische Sammlung"	"216"										"o"	"00000224.tif"	
"1"	"Chapter 17: Unterengadinische Sammlung"	"217"										"o"	"00000225.tif"	
"1"	"Chapter 17: Unterengadinische Sammlung"	"218"										"o"	"00000226.tif"	
"1"	"Chapter 17: Unterengadinische Sammlung"	"219"										"o"	"00000227.tif"	
"1"	"Chapter 17: Unterengadinische Sammlung"	"220"										"o"	"00000228.tif"	
"1"	"Chapter 17: Unterengadinische Sammlung"	"221"										"o"	"00000229.tif"	
"1"	"Chapter 17: Unterengadinische Sammlung"	"222"										"o"	"00000230.tif"	
"1"	"Chapter 17: Unterengadinische Sammlung"	"223"										"o"	"00000231.tif"	
"1"	"Chapter 17: Unterengadinische Sammlung"	"224"										"o"	"00000232.tif"	
"1"	"Chapter 17: Unterengadinische Sammlung"	"225"										"o"	"00000233.tif"	
"1"	"Chapter 17: Unterengadinische Sammlung"	"226"										"o"	"00000234.tif"	
"1"	"Chapter 17: Unterengadinische Sammlung"	"227"										"o"	"00000235.tif"	
"1"	"Chapter 17: Unterengadinische Sammlung"	"228"										"o"	"00000236.tif"	
"1"	"Chapter 17: Unterengadinische Sammlung"	"229"										"o"	"00000237.tif"	
"1"	"Chapter 17: Unterengadinische Sammlung"	"230"										"o"	"00000238.tif"	
"1"	"Chapter 17: Unterengadinische Sammlung"	"231"										"o"	"00000239.tif"	
"1"	"Chapter 17: Unterengadinische Sammlung"	"232"										"o"	"00000240.tif"	
"1"	"Chapter 17: Unterengadinische Sammlung"	"233"										"o"	"00000241.tif"	
"1"	"Chapter 17: Unterengadinische Sammlung"	"234"										"o"	"00000242.tif"	
"1"	"Chapter 17: Unterengadinische Sammlung"	"235"										"o"	"00000243.tif"	
"1"	"Chapter 17: Unterengadinische Sammlung"	"236"										"o"	"00000244.tif"	
"1"	"Chapter 17: Unterengadinische Sammlung"	"237"										"o"	"00000245.tif"	
"1"	"Chapter 17: Unterengadinische Sammlung"	"238"										"o"	"00000246.tif"	
"1"	"Chapter 17: Unterengadinische Sammlung"	"239"										"o"	"00000247.tif"	
"1"	"Chapter 17: Unterengadinische Sammlung"	"240"										"o"	"00000248.tif"	
"1"	"Chapter 17: Unterengadinische Sammlung"	"241"										"o"	"00000249.tif"	
"1"	"Chapter 17: Unterengadinische Sammlung"	"242"										"o"	"00000250.tif"	
"1"	"Chapter 17: Unterengadinische Sammlung"	"243"										"o"	"00000251.tif"	
"1"	"Chapter 17: Unterengadinische Sammlung"	"244"										"o"	"00000252.tif"	
"1"	"Chapter 17: Unterengadinische Sammlung"	"245"										"o"	"00000253.tif"	
"1"	"Chapter 17: Unterengadinische Sammlung"	"246"										"o"	"00000254.tif"	
"1"	"Chapter 17: Unterengadinische Sammlung"	"247"										"o"	"00000255.tif"	
"1"	"Chapter 17: Unterengadinische Sammlung"	"248"										"o"	"00000256.tif"	
"1"	"Chapter 17: Unterengadinische Sammlung"	"249"										"o"	"00000257.tif"	
"1"	"Chapter 17: Unterengadinische Sammlung"	"250"										"o"	"00000258.tif"	
"1"	"Chapter 17: Unterengadinische Sammlung"	"251"										"o"	"00000259.tif"	
"1"	"Chapter 17: Unterengadinische Sammlung"	"252"										"o"	"00000260.tif"	
"1"	"Chapter 17: Unterengadinische Sammlung"	"253"										"o"	"00000261.tif"	
"1"	"Chapter 17: Unterengadinische Sammlung"	"254"										"o"	"00000262.tif"	
"1"	"Chapter 17: Unterengadinische Sammlung"	"255"										"o"	"00000263.tif"	
"1"	"Chapter 17: Unterengadinische Sammlung"	"256"										"o"	"00000264.tif"	
"1"	"Chapter 17: Unterengadinische Sammlung"	"257"										"o"	"00000265.tif"	
"1"	"Chapter 17: Unterengadinische Sammlung"	"258"										"o"	"00000266.tif"	
"1"	"Chapter 17: Unterengadinische Sammlung"	"259"										"o"	"00000267.tif"	
"1"	"Chapter 17: Unterengadinische Sammlung"	"260"										"o"	"00000268.tif"	
"1"	"Chapter 17: Unterengadinische Sammlung"	"261"										"o"	"00000269.tif"	
"1"	"Chapter 17: Unterengadinische Sammlung"	"262"										"o"	"00000270.tif"	
"1"	"Chapter 17: Unterengadinische Sammlung"	"263"										"o"	"00000271.tif"	
"1"	"Chapter 17: Unterengadinische Sammlung"	"264"										"o"	"00000272.tif"	
"1"	"Chapter 17: Unterengadinische Sammlung"	"265"										"o"	"00000273.tif"	
"1"	"Chapter 17: Unterengadinische Sammlung"	"266"										"o"	"00000274.tif"	
"1"	"Chapter 17: Unterengadinische Sammlung"	"267"										"o"	"00000275.tif"	
"1"	"Chapter 17: Unterengadinische Sammlung"	"268"										"o"	"00000276.tif"	
"1"	"Chapter 17: Unterengadinische Sammlung"	"269"										"o"	"00000277.tif"	
"1"	"Chapter 17: Unterengadinische Sammlung"	"270"										"o"	"00000278.tif"	
"1"	"Chapter 17: Unterengadinische Sammlung"	"271"										"o"	"00000279.tif"	
"1"	"Chapter 17: Unterengadinische Sammlung"	"272"										"o"	"00000280.tif"	
"1"	"Chapter 17: Unterengadinische Sammlung"	"273"										"o"	"00000281.tif"	
"1"	"Chapter 17: Unterengadinische Sammlung"	"274"										"o"	"00000282.tif"	
"1"	"Chapter 17: Unterengadinische Sammlung"	"275"										"o"	"00000283.tif"	
"1"	"Chapter 17: Unterengadinische Sammlung"	"276"										"o"	"00000284.tif"	
"1"	"Chapter 17: Unterengadinische Sammlung"	"277"										"o"	"00000285.tif"	
"1"	"Chapter 17: Unterengadinische Sammlung"	"278"										"o"	"00000286.tif"	
"1"	"Chapter 17: Unterengadinische Sammlung"	"279"										"o"	"00000287.tif"	
"1"	"Chapter 17: Unterengadinische Sammlung"	"280"										"o"	"00000288.tif"	
"1"	"Chapter 17: Unterengadinische Sammlung"	"281"										"o"	"00000289.tif"	
"1"	"Chapter 17: Unterengadinische Sammlung"	"282"										"o"	"00000290.tif"	
"1"	"Chapter 17: Unterengadinische Sammlung"	"283"										"o"	"00000291.tif"	
"1"	"Chapter 18: Letschas criminalas da la honorata Dretüra : suot Munt Falun Sent Scuol Ramosch ? Clin 1737"	"284"										"o"	"00000292.tif"	
"1"	"Chapter 18: Letschas criminalas da la honorata Dretüra : suot Munt Falun Sent Scuol Ramosch ? Clin 1737"	"285"										"o"	"00000293.tif"	
"1"	"Chapter 18: Letschas criminalas da la honorata Dretüra : suot Munt Falun Sent Scuol Ramosch ? Clin 1737"	"286"										"o"	"00000294.tif"	
"1"	"Chapter 18: Letschas criminalas da la honorata Dretüra : suot Munt Falun Sent Scuol Ramosch ? Clin 1737"	"287"										"o"	"00000295.tif"	
"1"	"Chapter 18: Letschas criminalas da la honorata Dretüra : suot Munt Falun Sent Scuol Ramosch ? Clin 1737"	"288"										"o"	"00000296.tif"	
"1"	"Chapter 18: Letschas criminalas da la honorata Dretüra : suot Munt Falun Sent Scuol Ramosch ? Clin 1737"	"289"										"o"	"00000297.tif"	
"1"	"Chapter 18: Letschas criminalas da la honorata Dretüra : suot Munt Falun Sent Scuol Ramosch ? Clin 1737"	"290"										"o"	"00000298.tif"	
"1"	"Chapter 18: Letschas criminalas da la honorata Dretüra : suot Munt Falun Sent Scuol Ramosch ? Clin 1737"	"291"										"o"	"00000299.tif"	
"1"	"Chapter 18: Letschas criminalas da la honorata Dretüra : suot Munt Falun Sent Scuol Ramosch ? Clin 1737"	"292"										"o"	"00000300.tif"	
"1"	"Chapter 18: Letschas criminalas da la honorata Dretüra : suot Munt Falun Sent Scuol Ramosch ? Clin 1737"	"293"										"o"	"00000301.tif"	
"1"	"Chapter 18: Letschas criminalas da la honorata Dretüra : suot Munt Falun Sent Scuol Ramosch ? Clin 1737"	"294"										"o"	"00000302.tif"	
"1"	"Chapter 18: Letschas criminalas da la honorata Dretüra : suot Munt Falun Sent Scuol Ramosch ? Clin 1737"	"295"										"o"	"00000303.tif"	
"1"	"Chapter 18: Letschas criminalas da la honorata Dretüra : suot Munt Falun Sent Scuol Ramosch ? Clin 1737"	"296"										"o"	"00000304.tif"	
"1"	"Chapter 18: Letschas criminalas da la honorata Dretüra : suot Munt Falun Sent Scuol Ramosch ? Clin 1737"	"297"										"o"	"00000305.tif"	
"1"	"Chapter 18: Letschas criminalas da la honorata Dretüra : suot Munt Falun Sent Scuol Ramosch ? Clin 1737"	"298"										"o"	"00000306.tif"	
"1"	"Chapter 18: Letschas criminalas da la honorata Dretüra : suot Munt Falun Sent Scuol Ramosch ? Clin 1737"	"299"										"o"	"00000307.tif"	
"1"	"Chapter 18: Letschas criminalas da la honorata Dretüra : suot Munt Falun Sent Scuol Ramosch ? Clin 1737"	"300"										"o"	"00000308.tif"	
"1"	"Chapter 18: Letschas criminalas da la honorata Dretüra : suot Munt Falun Sent Scuol Ramosch ? Clin 1737"	"301"										"o"	"00000309.tif"	
"1"	"Chapter 18: Letschas criminalas da la honorata Dretüra : suot Munt Falun Sent Scuol Ramosch ? Clin 1737"	"302"										"o"	"00000310.tif"	
"1"	"Chapter 18: Letschas criminalas da la honorata Dretüra : suot Munt Falun Sent Scuol Ramosch ? Clin 1737"	"303"										"o"	"00000311.tif"	
"1"	"Chapter 18: Letschas criminalas da la honorata Dretüra : suot Munt Falun Sent Scuol Ramosch ? Clin 1737"	"304"										"o"	"00000312.tif"	
